Id,Claim_Verification,Engagement_Score,Label,Type
CMT_16842,-2,0,CMT_16842,Comment
CMT_16843,-2,2,CMT_16843,Comment
CMT_16844,1,4,CMT_16844,Comment
CMT_16845,-2,0,CMT_16845,Comment
CMT_16846,-2,0,CMT_16846,Comment
CMT_16847,1,0,CMT_16847,Comment
CMT_16848,-2,0,CMT_16848,Comment
CMT_16849,1,1,CMT_16849,Comment
CMT_16850,1,0,CMT_16850,Comment
CMT_16851,-2,0,CMT_16851,Comment
CMT_16852,0,0,CMT_16852,Comment
CMT_16853,-1,0,CMT_16853,Comment
CMT_16854,-2,2,CMT_16854,Comment
CMT_16855,-2,0,CMT_16855,Comment
CMT_16856,0,1,CMT_16856,Comment
CMT_16857,0,3,CMT_16857,Comment
CMT_16858,0,0,CMT_16858,Comment
CMT_16859,0,0,CMT_16859,Comment
CMT_16860,-2,1034,CMT_16860,Comment
CMT_16861,-2,3,CMT_16861,Comment
CMT_16862,0,29,CMT_16862,Comment
CMT_16863,1,13,CMT_16863,Comment
CMT_16864,-1,0,CMT_16864,Comment
CMT_16865,-2,0,CMT_16865,Comment
CMT_16866,1,0,CMT_16866,Comment
CMT_16867,1,1,CMT_16867,Comment
CMT_16868,1,0,CMT_16868,Comment
CMT_16869,1,0,CMT_16869,Comment
CMT_16870,-2,0,CMT_16870,Comment
CMT_16871,-2,0,CMT_16871,Comment
CMT_16872,-2,0,CMT_16872,Comment
CMT_16873,-2,0,CMT_16873,Comment
CMT_16874,-2,0,CMT_16874,Comment
CMT_16875,-2,0,CMT_16875,Comment
CMT_16876,0,0,CMT_16876,Comment
CMT_16877,-2,2,CMT_16877,Comment
CMT_16878,1,0,CMT_16878,Comment
CMT_16879,1,0,CMT_16879,Comment
CMT_16880,-2,0,CMT_16880,Comment
CMT_16881,-2,0,CMT_16881,Comment
CMT_16882,1,1,CMT_16882,Comment
CMT_16883,-2,0,CMT_16883,Comment
CMT_16884,-1,2,CMT_16884,Comment
CMT_16885,1,10,CMT_16885,Comment
CMT_16886,-2,0,CMT_16886,Comment
CMT_16887,-1,0,CMT_16887,Comment
CMT_16888,1,0,CMT_16888,Comment
CMT_16889,-2,0,CMT_16889,Comment
CMT_16890,1,1,CMT_16890,Comment
CMT_16891,0,0,CMT_16891,Comment
CMT_16892,-2,0,CMT_16892,Comment
CMT_16893,1,1,CMT_16893,Comment
CMT_16894,-2,0,CMT_16894,Comment
CMT_16895,1,0,CMT_16895,Comment
CMT_16896,-2,0,CMT_16896,Comment
CMT_16897,0,0,CMT_16897,Comment
CMT_16898,-2,4,CMT_16898,Comment
CMT_16899,-2,0,CMT_16899,Comment
CMT_16900,-2,1,CMT_16900,Comment
CMT_16901,-2,0,CMT_16901,Comment
CMT_16902,1,0,CMT_16902,Comment
CMT_16903,1,1,CMT_16903,Comment
CMT_16904,0,6,CMT_16904,Comment
CMT_16905,1,100,CMT_16905,Comment
CMT_16906,1,4,CMT_16906,Comment
CMT_16907,1,39,CMT_16907,Comment
CMT_16908,-2,2,CMT_16908,Comment
CMT_16909,0,5,CMT_16909,Comment
CMT_16910,1,4,CMT_16910,Comment
CMT_16911,-2,17,CMT_16911,Comment
CMT_16912,1,4,CMT_16912,Comment
CMT_16913,-2,2,CMT_16913,Comment
CMT_16914,-1,0,CMT_16914,Comment
CMT_16915,-2,0,CMT_16915,Comment
CMT_16916,-2,2,CMT_16916,Comment
CMT_16917,1,1,CMT_16917,Comment
CMT_16918,1,0,CMT_16918,Comment
CMT_16919,-2,2,CMT_16919,Comment
CMT_16920,-1,2,CMT_16920,Comment
CMT_16921,-2,440,CMT_16921,Comment
CMT_16922,-2,0,CMT_16922,Comment
CMT_16923,1,1,CMT_16923,Comment
CMT_16924,1,0,CMT_16924,Comment
CMT_16925,1,0,CMT_16925,Comment
CMT_16926,-2,3,CMT_16926,Comment
CMT_16927,0,11,CMT_16927,Comment
CMT_16928,-2,0,CMT_16928,Comment
CMT_16929,1,5,CMT_16929,Comment
CMT_16930,-1,3,CMT_16930,Comment
CMT_16931,1,10,CMT_16931,Comment
CMT_16932,1,0,CMT_16932,Comment
CMT_16933,1,0,CMT_16933,Comment
CMT_16934,1,0,CMT_16934,Comment
CMT_16935,0,0,CMT_16935,Comment
CMT_16936,1,0,CMT_16936,Comment
CMT_16937,1,8,CMT_16937,Comment
CMT_16938,1,0,CMT_16938,Comment
CMT_16939,1,0,CMT_16939,Comment
CMT_16940,1,0,CMT_16940,Comment
CMT_16941,-2,4,CMT_16941,Comment
CMT_16942,-2,0,CMT_16942,Comment
CMT_16943,1,78,CMT_16943,Comment
CMT_16944,-2,0,CMT_16944,Comment
CMT_16945,1,3,CMT_16945,Comment
CMT_16946,1,0,CMT_16946,Comment
CMT_16947,-2,2,CMT_16947,Comment
CMT_16948,1,8,CMT_16948,Comment
CMT_16949,0,1,CMT_16949,Comment
CMT_16950,1,2,CMT_16950,Comment
CMT_16951,-2,45,CMT_16951,Comment
CMT_16952,0,0,CMT_16952,Comment
CMT_16953,0,0,CMT_16953,Comment
CMT_16954,-2,1340,CMT_16954,Comment
CMT_16955,0,19,CMT_16955,Comment
CMT_16956,-1,1,CMT_16956,Comment
CMT_16957,1,3,CMT_16957,Comment
CMT_16958,0,1,CMT_16958,Comment
CMT_16959,1,0,CMT_16959,Comment
CMT_16960,0,0,CMT_16960,Comment
CMT_16961,-2,30,CMT_16961,Comment
CMT_16962,0,0,CMT_16962,Comment
CMT_16963,1,1,CMT_16963,Comment
CMT_16964,1,94,CMT_16964,Comment
CMT_16965,1,1,CMT_16965,Comment
CMT_16966,1,3,CMT_16966,Comment
CMT_16967,1,11,CMT_16967,Comment
CMT_16968,-2,1,CMT_16968,Comment
CMT_16969,-2,0,CMT_16969,Comment
CMT_16970,1,0,CMT_16970,Comment
CMT_16971,-2,1,CMT_16971,Comment
CMT_16972,-2,0,CMT_16972,Comment
CMT_16973,0,2,CMT_16973,Comment
CMT_16974,0,2,CMT_16974,Comment
CMT_16975,1,6,CMT_16975,Comment
CMT_16976,-2,0,CMT_16976,Comment
CMT_16977,-2,2,CMT_16977,Comment
CMT_16978,1,0,CMT_16978,Comment
CMT_16979,-1,0,CMT_16979,Comment
CMT_16980,-1,1,CMT_16980,Comment
CMT_16981,-2,0,CMT_16981,Comment
CMT_16982,1,0,CMT_16982,Comment
CMT_16983,-2,0,CMT_16983,Comment
CMT_16984,1,3,CMT_16984,Comment
CMT_16985,-2,0,CMT_16985,Comment
CMT_16986,-2,10,CMT_16986,Comment
CMT_16987,-2,5,CMT_16987,Comment
CMT_16988,-2,6,CMT_16988,Comment
CMT_16989,-1,4,CMT_16989,Comment
CMT_16990,0,0,CMT_16990,Comment
CMT_16991,-2,0,CMT_16991,Comment
CMT_16992,1,4,CMT_16992,Comment
CMT_16993,1,0,CMT_16993,Comment
CMT_16994,-2,7,CMT_16994,Comment
CMT_16995,1,9,CMT_16995,Comment
CMT_16996,1,8,CMT_16996,Comment
CMT_16997,1,1,CMT_16997,Comment
CMT_16998,-2,1,CMT_16998,Comment
CMT_16999,-2,2,CMT_16999,Comment
CMT_17000,-2,21,CMT_17000,Comment
CMT_17001,-2,4,CMT_17001,Comment
CMT_17002,0,0,CMT_17002,Comment
CMT_17003,1,0,CMT_17003,Comment
CMT_17004,-2,1,CMT_17004,Comment
CMT_17005,0,0,CMT_17005,Comment
CMT_17006,-1,2,CMT_17006,Comment
CMT_17007,1,0,CMT_17007,Comment
CMT_17008,1,0,CMT_17008,Comment
CMT_17009,-2,1,CMT_17009,Comment
CMT_17010,-1,3,CMT_17010,Comment
CMT_17011,-2,0,CMT_17011,Comment
CMT_17012,1,36,CMT_17012,Comment
CMT_17013,-2,0,CMT_17013,Comment
CMT_17014,1,6,CMT_17014,Comment
CMT_17015,-2,50,CMT_17015,Comment
CMT_17016,1,2,CMT_17016,Comment
CMT_17017,-1,0,CMT_17017,Comment
CMT_17018,-1,3,CMT_17018,Comment
CMT_17019,-2,0,CMT_17019,Comment
CMT_17020,-2,3,CMT_17020,Comment
CMT_17021,-1,0,CMT_17021,Comment
CMT_17022,-2,7,CMT_17022,Comment
CMT_17023,-2,0,CMT_17023,Comment
CMT_17024,-2,2,CMT_17024,Comment
CMT_17025,1,10,CMT_17025,Comment
CMT_17026,1,0,CMT_17026,Comment
CMT_17027,1,0,CMT_17027,Comment
CMT_17028,-2,0,CMT_17028,Comment
CMT_17029,0,0,CMT_17029,Comment
CMT_17030,-2,3,CMT_17030,Comment
CMT_17031,1,45,CMT_17031,Comment
CMT_17032,-2,0,CMT_17032,Comment
CMT_17033,-2,1,CMT_17033,Comment
CMT_17034,1,7,CMT_17034,Comment
CMT_17035,-1,0,CMT_17035,Comment
CMT_17036,0,0,CMT_17036,Comment
CMT_17037,1,0,CMT_17037,Comment
CMT_17038,0,0,CMT_17038,Comment
CMT_17039,0,0,CMT_17039,Comment
CMT_17040,-2,0,CMT_17040,Comment
CMT_17041,-2,0,CMT_17041,Comment
CMT_17042,-1,0,CMT_17042,Comment
CMT_17043,-2,1,CMT_17043,Comment
CMT_17044,-1,0,CMT_17044,Comment
CMT_17045,-2,2,CMT_17045,Comment
CMT_17046,1,2,CMT_17046,Comment
CMT_17047,1,0,CMT_17047,Comment
CMT_17048,1,4,CMT_17048,Comment
CMT_17049,1,0,CMT_17049,Comment
CMT_17050,-2,0,CMT_17050,Comment
CMT_17051,0,0,CMT_17051,Comment
CMT_17052,1,16,CMT_17052,Comment
CMT_17053,1,2,CMT_17053,Comment
CMT_17054,0,0,CMT_17054,Comment
CMT_17055,1,0,CMT_17055,Comment
CMT_17056,-2,0,CMT_17056,Comment
CMT_17057,1,2,CMT_17057,Comment
CMT_17058,1,36,CMT_17058,Comment
CMT_17059,-2,0,CMT_17059,Comment
CMT_17060,1,1184,CMT_17060,Comment
CMT_17061,1,0,CMT_17061,Comment
CMT_17062,1,0,CMT_17062,Comment
CMT_17063,-1,5,CMT_17063,Comment
CMT_17064,1,4,CMT_17064,Comment
CMT_17065,1,0,CMT_17065,Comment
CMT_17066,0,3,CMT_17066,Comment
CMT_17067,-2,1,CMT_17067,Comment
CMT_17068,0,1,CMT_17068,Comment
CMT_17069,1,3,CMT_17069,Comment
CMT_17070,1,0,CMT_17070,Comment
CMT_17071,1,2,CMT_17071,Comment
CMT_17072,1,0,CMT_17072,Comment
CMT_17073,-2,1,CMT_17073,Comment
CMT_17074,-2,0,CMT_17074,Comment
CMT_17075,1,1,CMT_17075,Comment
CMT_17076,1,1,CMT_17076,Comment
CMT_17077,-1,0,CMT_17077,Comment
CMT_17078,1,3,CMT_17078,Comment
CMT_17079,-2,1,CMT_17079,Comment
CMT_17080,0,0,CMT_17080,Comment
CMT_17081,0,0,CMT_17081,Comment
CMT_17082,1,13,CMT_17082,Comment
CMT_17083,-2,1,CMT_17083,Comment
CMT_17084,-2,0,CMT_17084,Comment
CMT_17085,1,3,CMT_17085,Comment
CMT_17086,-1,1,CMT_17086,Comment
CMT_17087,-1,13,CMT_17087,Comment
CMT_17088,-2,33,CMT_17088,Comment
CMT_17089,1,4,CMT_17089,Comment
CMT_17090,1,0,CMT_17090,Comment
CMT_17091,1,5,CMT_17091,Comment
CMT_17092,1,3,CMT_17092,Comment
CMT_17093,0,45,CMT_17093,Comment
CMT_17094,1,5,CMT_17094,Comment
CMT_17095,1,14,CMT_17095,Comment
CMT_17096,1,67,CMT_17096,Comment
CMT_17097,1,3,CMT_17097,Comment
CMT_17098,1,2,CMT_17098,Comment
CMT_17099,1,2,CMT_17099,Comment
CMT_17100,-2,122,CMT_17100,Comment
CMT_17101,-1,0,CMT_17101,Comment
CMT_17102,-3,0,CMT_17102,Comment
CMT_17103,-2,0,CMT_17103,Comment
CMT_17104,-2,0,CMT_17104,Comment
CMT_17105,-2,0,CMT_17105,Comment
CMT_17106,-2,137,CMT_17106,Comment
CMT_17107,-2,0,CMT_17107,Comment
CMT_17108,-2,0,CMT_17108,Comment
CMT_17109,-2,0,CMT_17109,Comment
CMT_17110,-3,0,CMT_17110,Comment
CMT_17111,-2,1,CMT_17111,Comment
CMT_17112,-2,0,CMT_17112,Comment
CMT_17113,-2,0,CMT_17113,Comment
CMT_17114,-2,20,CMT_17114,Comment
CMT_17115,1,0,CMT_17115,Comment
CMT_17116,0,1,CMT_17116,Comment
CMT_17117,0,0,CMT_17117,Comment
CMT_17118,-2,0,CMT_17118,Comment
CMT_17119,-2,0,CMT_17119,Comment
CMT_17120,0,0,CMT_17120,Comment
CMT_17121,1,0,CMT_17121,Comment
CMT_17122,1,0,CMT_17122,Comment
CMT_17123,0,0,CMT_17123,Comment
CMT_17124,-2,3,CMT_17124,Comment
CMT_17125,1,2,CMT_17125,Comment
CMT_17126,-1,0,CMT_17126,Comment
CMT_17127,0,0,CMT_17127,Comment
CMT_17128,1,0,CMT_17128,Comment
CMT_17129,1,1,CMT_17129,Comment
CMT_17130,0,1,CMT_17130,Comment
CMT_17131,1,0,CMT_17131,Comment
CMT_17132,-2,1,CMT_17132,Comment
CMT_17133,1,1,CMT_17133,Comment
CMT_17134,1,0,CMT_17134,Comment
CMT_17135,0,2,CMT_17135,Comment
CMT_17136,-2,0,CMT_17136,Comment
CMT_17137,-2,7,CMT_17137,Comment
CMT_17138,1,43,CMT_17138,Comment
CMT_17139,-1,0,CMT_17139,Comment
CMT_17140,1,0,CMT_17140,Comment
CMT_17141,-3,0,CMT_17141,Comment
CMT_17142,0,27,CMT_17142,Comment
CMT_17143,-2,1,CMT_17143,Comment
CMT_17144,1,0,CMT_17144,Comment
CMT_17145,-2,16,CMT_17145,Comment
CMT_17146,-2,0,CMT_17146,Comment
CMT_17147,-1,0,CMT_17147,Comment
CMT_17148,-2,1,CMT_17148,Comment
CMT_17149,-2,1,CMT_17149,Comment
CMT_17150,-2,0,CMT_17150,Comment
CMT_17151,0,131,CMT_17151,Comment
CMT_17152,0,0,CMT_17152,Comment
CMT_17153,0,0,CMT_17153,Comment
CMT_17154,1,0,CMT_17154,Comment
CMT_17155,-2,0,CMT_17155,Comment
CMT_17156,-2,8,CMT_17156,Comment
CMT_17157,-3,0,CMT_17157,Comment
CMT_17158,-2,2,CMT_17158,Comment
CMT_17159,-1,1,CMT_17159,Comment
CMT_17160,-3,29,CMT_17160,Comment
CMT_17161,0,0,CMT_17161,Comment
CMT_17162,1,0,CMT_17162,Comment
CMT_17163,1,3,CMT_17163,Comment
CMT_17164,1,2,CMT_17164,Comment
CMT_17165,1,2,CMT_17165,Comment
CMT_17166,-2,0,CMT_17166,Comment
CMT_17167,1,0,CMT_17167,Comment
CMT_17168,-2,611,CMT_17168,Comment
CMT_17169,-2,0,CMT_17169,Comment
CMT_17170,-1,0,CMT_17170,Comment
CMT_17171,0,1,CMT_17171,Comment
CMT_17172,-1,0,CMT_17172,Comment
CMT_17173,1,6,CMT_17173,Comment
CMT_17174,-3,21,CMT_17174,Comment
CMT_17175,-2,0,CMT_17175,Comment
CMT_17176,-2,0,CMT_17176,Comment
CMT_17177,-2,1,CMT_17177,Comment
CMT_17178,-2,0,CMT_17178,Comment
CMT_17179,-2,4,CMT_17179,Comment
CMT_17180,-2,0,CMT_17180,Comment
CMT_17181,-2,16,CMT_17181,Comment
CMT_17182,-2,4,CMT_17182,Comment
CMT_17183,-1,0,CMT_17183,Comment
CMT_17184,1,1,CMT_17184,Comment
CMT_17185,-2,0,CMT_17185,Comment
CMT_17186,1,3,CMT_17186,Comment
CMT_17187,1,2,CMT_17187,Comment
CMT_17188,-1,5,CMT_17188,Comment
CMT_17189,-2,5,CMT_17189,Comment
CMT_17190,1,5,CMT_17190,Comment
CMT_17191,-2,8,CMT_17191,Comment
CMT_17192,1,0,CMT_17192,Comment
CMT_17193,1,10,CMT_17193,Comment
CMT_17194,-2,1,CMT_17194,Comment
CMT_17195,0,37,CMT_17195,Comment
CMT_17196,-2,3,CMT_17196,Comment
CMT_17197,0,3,CMT_17197,Comment
CMT_17198,1,1,CMT_17198,Comment
CMT_17199,-2,25,CMT_17199,Comment
CMT_17200,1,0,CMT_17200,Comment
CMT_17201,-2,0,CMT_17201,Comment
CMT_17202,0,2,CMT_17202,Comment
CMT_17203,-1,0,CMT_17203,Comment
CMT_17204,-2,1,CMT_17204,Comment
CMT_17205,1,0,CMT_17205,Comment
CMT_17206,0,6,CMT_17206,Comment
CMT_17207,-2,2,CMT_17207,Comment
CMT_17208,0,0,CMT_17208,Comment
CMT_17209,1,0,CMT_17209,Comment
CMT_17210,0,38,CMT_17210,Comment
CMT_17211,1,0,CMT_17211,Comment
CMT_17212,0,0,CMT_17212,Comment
CMT_17213,-2,1,CMT_17213,Comment
CMT_17214,0,0,CMT_17214,Comment
CMT_17215,-2,1,CMT_17215,Comment
CMT_17216,1,0,CMT_17216,Comment
CMT_17217,-2,0,CMT_17217,Comment
CMT_17218,1,4,CMT_17218,Comment
CMT_17219,1,1,CMT_17219,Comment
CMT_17220,-2,1,CMT_17220,Comment
CMT_17221,0,0,CMT_17221,Comment
CMT_17222,-2,0,CMT_17222,Comment
CMT_17223,-2,1,CMT_17223,Comment
CMT_17224,0,1,CMT_17224,Comment
CMT_17225,-2,1,CMT_17225,Comment
CMT_17226,1,5,CMT_17226,Comment
CMT_17227,1,2,CMT_17227,Comment
CMT_17228,-1,0,CMT_17228,Comment
CMT_17229,-2,2,CMT_17229,Comment
CMT_17230,-2,2,CMT_17230,Comment
CMT_17231,-2,0,CMT_17231,Comment
CMT_17232,1,1,CMT_17232,Comment
CMT_17233,1,6,CMT_17233,Comment
CMT_17234,1,0,CMT_17234,Comment
CMT_17235,1,1,CMT_17235,Comment
CMT_17236,1,2924,CMT_17236,Comment
CMT_17237,-2,1,CMT_17237,Comment
CMT_17238,1,2,CMT_17238,Comment
CMT_17239,1,0,CMT_17239,Comment
CMT_17240,-2,0,CMT_17240,Comment
CMT_17241,-2,3,CMT_17241,Comment
CMT_17242,-2,0,CMT_17242,Comment
CMT_17243,-2,0,CMT_17243,Comment
CMT_17244,-1,0,CMT_17244,Comment
CMT_17245,-2,0,CMT_17245,Comment
CMT_17246,-1,0,CMT_17246,Comment
CMT_17247,0,2,CMT_17247,Comment
CMT_17248,-1,0,CMT_17248,Comment
CMT_17249,1,786,CMT_17249,Comment
CMT_17250,0,1,CMT_17250,Comment
CMT_17251,-2,1,CMT_17251,Comment
CMT_17252,1,0,CMT_17252,Comment
CMT_17253,1,44,CMT_17253,Comment
CMT_17254,0,0,CMT_17254,Comment
CMT_17255,0,0,CMT_17255,Comment
CMT_17256,1,0,CMT_17256,Comment
CMT_17257,-2,0,CMT_17257,Comment
CMT_17258,1,0,CMT_17258,Comment
CMT_17259,-2,0,CMT_17259,Comment
CMT_17260,1,0,CMT_17260,Comment
CMT_17261,-2,642,CMT_17261,Comment
CMT_17262,-2,0,CMT_17262,Comment
CMT_17263,-1,10,CMT_17263,Comment
CMT_17264,1,1,CMT_17264,Comment
CMT_17265,-2,8,CMT_17265,Comment
CMT_17266,1,520,CMT_17266,Comment
CMT_17267,1,0,CMT_17267,Comment
CMT_17268,-1,2,CMT_17268,Comment
CMT_17269,1,18,CMT_17269,Comment
CMT_17270,-2,1,CMT_17270,Comment
CMT_17271,-2,1,CMT_17271,Comment
CMT_17272,0,4,CMT_17272,Comment
CMT_17273,1,0,CMT_17273,Comment
CMT_17274,-1,5,CMT_17274,Comment
CMT_17275,1,3,CMT_17275,Comment
CMT_17276,-2,0,CMT_17276,Comment
CMT_17277,0,0,CMT_17277,Comment
CMT_17278,-1,0,CMT_17278,Comment
CMT_17279,1,7,CMT_17279,Comment
CMT_17280,-2,1,CMT_17280,Comment
CMT_17281,-2,0,CMT_17281,Comment
CMT_17282,0,0,CMT_17282,Comment
CMT_17283,-2,3,CMT_17283,Comment
CMT_17284,1,1,CMT_17284,Comment
CMT_17285,1,3,CMT_17285,Comment
CMT_17286,-1,2,CMT_17286,Comment
CMT_17287,-2,2,CMT_17287,Comment
CMT_17288,0,1,CMT_17288,Comment
CMT_17289,-2,1,CMT_17289,Comment
CMT_17290,1,0,CMT_17290,Comment
CMT_17291,1,0,CMT_17291,Comment
CMT_17292,1,1,CMT_17292,Comment
CMT_17293,1,0,CMT_17293,Comment
CMT_17294,1,0,CMT_17294,Comment
CMT_17295,2,0,CMT_17295,Comment
CMT_17296,1,0,CMT_17296,Comment
CMT_17297,1,0,CMT_17297,Comment
CMT_17298,-1,0,CMT_17298,Comment
CMT_17299,-1,2,CMT_17299,Comment
CMT_17300,-2,14,CMT_17300,Comment
CMT_17301,1,0,CMT_17301,Comment
CMT_17302,-2,3,CMT_17302,Comment
CMT_17303,-2,10,CMT_17303,Comment
CMT_17304,1,5,CMT_17304,Comment
CMT_17305,1,46,CMT_17305,Comment
CMT_17306,-2,2,CMT_17306,Comment
CMT_17307,1,0,CMT_17307,Comment
CMT_17308,1,13,CMT_17308,Comment
CMT_17309,1,0,CMT_17309,Comment
CMT_17310,1,10,CMT_17310,Comment
CMT_17311,-1,6,CMT_17311,Comment
CMT_17312,-1,0,CMT_17312,Comment
CMT_17313,1,500,CMT_17313,Comment
CMT_17314,1,4,CMT_17314,Comment
CMT_17315,-1,1,CMT_17315,Comment
CMT_17316,1,0,CMT_17316,Comment
CMT_17317,1,7,CMT_17317,Comment
CMT_17318,0,889,CMT_17318,Comment
CMT_17319,-2,0,CMT_17319,Comment
CMT_17320,-2,34,CMT_17320,Comment
CMT_17321,1,488,CMT_17321,Comment
CMT_17322,1,0,CMT_17322,Comment
CMT_17323,1,2,CMT_17323,Comment
CMT_17324,-2,2,CMT_17324,Comment
CMT_17325,-2,9,CMT_17325,Comment
CMT_17326,0,0,CMT_17326,Comment
CMT_17327,1,4,CMT_17327,Comment
CMT_17328,-2,4,CMT_17328,Comment
CMT_17329,1,1,CMT_17329,Comment
CMT_17330,-2,0,CMT_17330,Comment
CMT_17331,-1,5,CMT_17331,Comment
CMT_17332,1,0,CMT_17332,Comment
CMT_17333,-2,3,CMT_17333,Comment
CMT_17334,1,1,CMT_17334,Comment
CMT_17335,-2,2,CMT_17335,Comment
CMT_17336,1,0,CMT_17336,Comment
CMT_17337,-2,0,CMT_17337,Comment
CMT_17338,1,0,CMT_17338,Comment
CMT_17339,-2,0,CMT_17339,Comment
CMT_17340,-1,0,CMT_17340,Comment
CMT_17341,-2,0,CMT_17341,Comment
CMT_17342,1,0,CMT_17342,Comment
CMT_17343,0,0,CMT_17343,Comment
CMT_17344,-2,0,CMT_17344,Comment
CMT_17345,0,1,CMT_17345,Comment
CMT_17346,0,0,CMT_17346,Comment
CMT_17347,1,79,CMT_17347,Comment
CMT_17348,0,1,CMT_17348,Comment
CMT_17349,-1,0,CMT_17349,Comment
CMT_17350,0,0,CMT_17350,Comment
CMT_17351,-1,1,CMT_17351,Comment
CMT_17352,-2,4,CMT_17352,Comment
CMT_17353,-2,0,CMT_17353,Comment
CMT_17354,1,16,CMT_17354,Comment
CMT_17355,0,0,CMT_17355,Comment
CMT_17356,1,335,CMT_17356,Comment
CMT_17357,-1,0,CMT_17357,Comment
CMT_17358,-1,0,CMT_17358,Comment
CMT_17359,1,0,CMT_17359,Comment
CMT_17360,-2,0,CMT_17360,Comment
CMT_17361,1,0,CMT_17361,Comment
CMT_17362,0,11,CMT_17362,Comment
CMT_17363,-2,0,CMT_17363,Comment
CMT_17364,-2,0,CMT_17364,Comment
CMT_17365,0,0,CMT_17365,Comment
CMT_17366,-2,0,CMT_17366,Comment
CMT_17367,0,50,CMT_17367,Comment
CMT_17368,-2,2,CMT_17368,Comment
CMT_17369,1,1,CMT_17369,Comment
CMT_17370,-2,1,CMT_17370,Comment
CMT_17371,-2,0,CMT_17371,Comment
CMT_17372,0,1,CMT_17372,Comment
CMT_17373,1,1,CMT_17373,Comment
CMT_17374,0,0,CMT_17374,Comment
CMT_17375,0,0,CMT_17375,Comment
CMT_17376,-2,6,CMT_17376,Comment
CMT_17377,-2,2,CMT_17377,Comment
CMT_17378,1,0,CMT_17378,Comment
CMT_17379,1,2,CMT_17379,Comment
CMT_17380,-2,0,CMT_17380,Comment
CMT_17381,-2,2,CMT_17381,Comment
CMT_17382,-2,2,CMT_17382,Comment
CMT_17383,-2,59,CMT_17383,Comment
CMT_17384,-2,7,CMT_17384,Comment
CMT_17385,-1,0,CMT_17385,Comment
CMT_17386,-2,0,CMT_17386,Comment
CMT_17387,-2,2,CMT_17387,Comment
CMT_17388,-2,0,CMT_17388,Comment
CMT_17389,-1,4,CMT_17389,Comment
CMT_17390,0,69,CMT_17390,Comment
CMT_17391,1,1,CMT_17391,Comment
CMT_17392,-2,0,CMT_17392,Comment
CMT_17393,-1,0,CMT_17393,Comment
CMT_17394,-2,3,CMT_17394,Comment
CMT_17395,-2,1,CMT_17395,Comment
CMT_17396,0,0,CMT_17396,Comment
CMT_17397,-1,0,CMT_17397,Comment
CMT_17398,1,24,CMT_17398,Comment
CMT_17399,-2,2,CMT_17399,Comment
CMT_17400,-2,0,CMT_17400,Comment
CMT_17401,0,0,CMT_17401,Comment
CMT_17402,1,0,CMT_17402,Comment
CMT_17403,-2,0,CMT_17403,Comment
CMT_17404,1,0,CMT_17404,Comment
CMT_17405,-1,5,CMT_17405,Comment
CMT_17406,1,0,CMT_17406,Comment
CMT_17407,1,2,CMT_17407,Comment
CMT_17408,1,0,CMT_17408,Comment
CMT_17409,1,0,CMT_17409,Comment
CMT_17410,1,0,CMT_17410,Comment
CMT_17411,-2,1,CMT_17411,Comment
CMT_17412,-2,8,CMT_17412,Comment
CMT_17413,0,6,CMT_17413,Comment
CMT_17414,0,2,CMT_17414,Comment
CMT_17414,0,3,CMT_17414,Comment
CMT_17415,0,1,CMT_17415,Comment
CMT_17415,0,3,CMT_17415,Comment
CMT_17416,0,1,CMT_17416,Comment
CMT_17417,0,2,CMT_17417,Comment
CMT_17418,0,2,CMT_17418,Comment
CMT_17418,0,3,CMT_17418,Comment
CMT_17419,0,2,CMT_17419,Comment
CMT_17419,0,3,CMT_17419,Comment
CMT_17420,0,2,CMT_17420,Comment
CMT_17420,0,3,CMT_17420,Comment
CMT_17421,0,1,CMT_17421,Comment
CMT_17421,0,3,CMT_17421,Comment
CMT_17422,0,2,CMT_17422,Comment
CMT_17423,0,2,CMT_17423,Comment
CMT_17424,0,2,CMT_17424,Comment
CMT_17425,-2,5,CMT_17425,Comment
CMT_17426,-2,9,CMT_17426,Comment
CMT_17427,1,6,CMT_17427,Comment
CMT_17428,1,0,CMT_17428,Comment
CMT_17429,-2,0,CMT_17429,Comment
CMT_17430,-2,4,CMT_17430,Comment
CMT_17431,1,0,CMT_17431,Comment
CMT_17432,0,10,CMT_17432,Comment
CMT_17433,-1,1,CMT_17433,Comment
CMT_17434,1,0,CMT_17434,Comment
CMT_17435,-2,0,CMT_17435,Comment
CMT_17436,1,0,CMT_17436,Comment
CMT_17437,-2,1,CMT_17437,Comment
CMT_17438,1,0,CMT_17438,Comment
CMT_17439,-1,0,CMT_17439,Comment
CMT_17440,1,143,CMT_17440,Comment
CMT_17441,-2,0,CMT_17441,Comment
CMT_17442,-2,21,CMT_17442,Comment
CMT_17443,1,1,CMT_17443,Comment
CMT_17444,-2,0,CMT_17444,Comment
CMT_17445,-2,5,CMT_17445,Comment
CMT_17446,-2,1,CMT_17446,Comment
CMT_17447,-2,0,CMT_17447,Comment
CMT_17448,-2,0,CMT_17448,Comment
CMT_17449,-1,0,CMT_17449,Comment
CMT_17450,-3,1,CMT_17450,Comment
CMT_17451,-2,4,CMT_17451,Comment
CMT_17452,1,0,CMT_17452,Comment
CMT_17453,-2,0,CMT_17453,Comment
CMT_17454,1,0,CMT_17454,Comment
CMT_17455,1,1,CMT_17455,Comment
CMT_17456,-2,5,CMT_17456,Comment
